id,name,border
Ixidor's Will,39843,o
Mage's Guile,41155,o
Meddle,39451,o
Peer Pressure,39629,o
Psychic Trance,40173,o
Read the Runes,9839,o
Reminisce,41462,o
Spy Network,39444,o
Standardize,40205,o
Trade Secrets,39537,o
Trickery Charm,39450,o
Wheel and Deal,42184,o
Aphetto Dredging,39704,o
Blackmail,39709,o
Chain of Smog,12448,o
Cruel Revival,10720,o
Death Pulse,41142,o
Dirge of Dread,41157,o
Endemic Plague,39612,o
Fade from Memory,41165,o
False Cure,26436,o
Feeding Frenzy,41169,o
Head Games,41132,o
Infest,23280,o
Misery Charm,39466,o
Patriarch's Bidding,26747,o
Profane Prayers,39845,o
Shade's Breath,41279,o
Smother,41023,o
Strongarm Tactics,26349,o
Swat,41136,o
Syphon Mind,39825,o
Syphon Soul,39468,o
Break Open,39868,o
Brightstone Ritual,39846,o
Chain of Plasma,12449,o
Commando Raid,34397,o
Erratic Explosion,12484,o
Fever Charm,39484,o
Insurrection,35457,o
Kaboom!,39559,o
Lay Waste,41158,o
Pinpoint Avalanche,40537,o
Searing Flesh,35386,o
Shock,39482,o
Slice and Dice,41171,o
Solar Blast,41143,o
Starstorm,41167,o
Threaten,43736,o
Thunder of Hooves,39847,o
Wave of Indifference,39483,o
Animal Magnetism,42190,o
Biorhythm,39913,o
Chain of Acid,12445,o
Explosive Vegetation,41172,o
Kamahl's Summons,34228,o
Naturalize,35414,o
Primal Boost,41145,o
Run Wild,41160,o
Tribal Unity,39677,o
Vitality Charm,39501,o
Weird Harvest,39680,o
Wirewood Pride,39841,o
Spatial Contortion,407518,c
Warping Wail,407522,c
Allied Reinforcements,407525,c
Call the Gatewatch,407526,c
Dazzling Reflection,407527,c
Immolating Glare,407530,c
Make a Stand,407536,c
Mighty Leap,407538,c
Searing Light,407543,c
Shoulder to Shoulder,407544,c
Abstruse Interference,407550,c
Slip Through Space,407557,c
Void Shatter,407559,c
Comparative Analysis,407561,c
Crush of Tentacles,407563,c
Gift of Tusks,407565,c
Grip of the Roil,407566,c
Negate,407569,c
Overwhelming Denial,407571,c
Roiling Waters,407572,c
Sweep Away,407574,c
Unity of Purpose,407576,c
Flaying Tendrils,407580,c
Oblivion Strike,407585,c
Unnatural Endurance,407590,c
Witness the End,407592,c
Corpse Churn,407593,c
Grasp of Darkness,407595,c
Remorseless Punishment,407599,c
Tar Snare,407600,c
Consuming Sinkhole,407604,c
Kozilek's Return,407608,c
Reality Hemorrhage,407610,c
Boulder Salvo,407612,c
Brute Strength,407613,c
Devour in Flames,407616,c
Expedite,407618,c
Fall of the Titans,407619,c
Press into Service,407624,c
Sparkmage's Gambit,407627,c
Tears of Valakut,407628,c
Ruin in Their Wake,407632,c
Elemental Uprising,407640,c
Lead by Example,407644,c
Natural State,407646,c
Nissa's Judgment,407649,c
Pulse of Murasa,407651,c
Vines of the Recluse,407656,c
Ancestral Tribute,30555,o
Balancing Act,31819,o
Cease-Fire,30544,o
Embolden,29703,o
Gallantry,28755,o
Kirtar's Wrath,29921,o
Life Burst,29704,o
Ray of Distortion,29808,o
Sacred Rites,31768,o
Second Thoughts,29706,o
Shelter,30761,o
Spiritualize,29807,o
Aether Burst,29725,o
Aura Graft,29938,o
Bamboozle,29747,o
Careful Study,29727,o
Concentrate,30655,o
Cultural Exchange,30763,o
Deluge,31816,o
Dematerialize,29826,o
Divert,31824,o
Extract,29849,o
Fervent Denial,29724,o
Laquatus's Creativity,29937,o
Peek,30686,o
Predict,29823,o
Repel,29723,o
Rites of Refusal,29722,o
Syncopate,29832,o
Time Stretch,29933,o
Touch of Invisibility,30691,o
Traumatize,30556,o
Upheaval,31852,o
Words of Wisdom,31779,o
Afflict,29740,o
Buried Alive,29846,o
Coffin Purge,30762,o
Decompose,31794,o
Diabolic Tutor,29954,o
Entomb,30552,o
Execute,30558,o
Ghastly Demise,29744,o
Haunting Echoes,29956,o
Hint of Insanity,31867,o
Innocent Blood,29818,o
Last Rites,31778,o
Mind Burst,29746,o
Morbid Hunger,29745,o
Morgue Theft,29743,o
Skeletal Scrying,29958,o
Skull Fracture,29848,o
Tainted Pact,29953,o
Tombfire,30690,o
Zombify,29847,o
Acceptable Losses,30692,o
Bash to Bits,30569,o
Blazing Salvo,29858,o
Demolish,29867,o
Demoralize,30545,o
Earth Rift,29769,o
Engulfing Flames,31810,o
Epicenter,30547,o
Firebolt,30570,o
Flame Burst,29767,o
Lava Blister,29763,o
Liquid Fire,29866,o
Molten Influence,29972,o
Mudhole,31740,o
Reckless Charge,31450,o
Recoup,29864,o
Rites of Initiation,29765,o
Scorching Missile,30572,o
Seize the Day,30573,o
Shower of Coals,29860,o
Thermal Blast,29759,o
Tremble,31795,o
Volcanic Spray,29768,o
Volley of Boulders,29970,o
Beast Attack,29880,o
Call of the Herd,29786,o
Chatter of the Squirrel,31444,o
Deep Reconnaissance,29884,o
Elephant Ambush,32919,o
Howling Gale,29776,o
Moment's Peace,31811,o
Muscle Burst,29788,o
New Frontiers,31854,o
Overrun,29996,o
Piper's Melody,29882,o
Refresh,31741,o
Rites of Spring,29789,o
Roar of the Wurm,29881,o
Simplify,29779,o
Sylvan Might,29790,o
Vivify,30546,o
Decimate,31798,o
Apostle's Blessing,194208,m
Dispatch,218072,m
Due Respect,233077,m
Marrow Shards,230072,m
Remember the Fallen,218078,m
War Report,230078,m
Argent Mutation,218001,m
Arm with Aether,202641,m
Corrupted Resolve,233080,m
Gitaxian Probe,233056,m
Mental Misstep,230066,m
Mindculling,218085,m
Psychic Barrier,218016,m
Tezzeret's Gambit,227547,m
Vapor Snag,218017,m
Caress of Phyrexia,218061,m
Despise,233043,m
Dismember,230082,m
Geth's Verdict,214376,m
Grim Affliction,214389,m
Ichor Explosion,218066,m
Life's Finale,214362,m
Postmortem Lunge,233054,m
Praetor's Grasp,218050,m
Surgical Extraction,233041,m
Act of Aggression,230076,m
Artillerize,218081,m
Geosurge,218004,m
Gut Shot,230074,m
Ruthless Invasion,227528,m
Scrapyard Salvo,218019,m
Victorious Destruction,227549,m
Volt Charge,214381,m
Whipflare,194383,m
Beast Within,221533,m
Corrosive Gale,230075,m
Fresh Meat,218051,m
Glissa's Scorn,194171,m
Leeching Bite,218028,m
Mutagenic Growth,233070,m
Noxious Revival,230067,m
Triumph of the Hordes,218044,m
Angelic Favor,21258,o
Off Balance,22032,o
Sivvi's Ruse,21270,o
Sivvi's Valor,22302,o
Topple,21268,o
Accumulated Knowledge,21285,o
Daze,21284,o
Dominate,21303,o
Ensnare,22881,o
Infiltrate,21286,o
Pale Moon,21302,o
Submerge,21296,o
Dark Triumph,21322,o
Massacre,21324,o
Mind Swords,21313,o
Stronghold Discipline,22374,o
Vicious Hunger,21317,o
Downhill Charge,21338,o
Flame Rift,22290,o
Flowstone Slide,21355,o
Flowstone Strike,21341,o
Mogg Alarm,21345,o
Mogg Salvage,21349,o
Rupture,21347,o
Stronghold Gambit,21357,o
Animate Land,21377,o
Fog Patch,21368,o
Pack Hunt,21375,o
Refreshing Rain,21378,o
Reverent Silence,22316,o
Skyshroud Claim,22891,o
Altar's Light,48383,m
Awe Strike,48074,m
Blinding Beam,48099,m
Raise the Alarm,48103,m
Razor Barrier,47935,m
Roar of the Kha,48092,m
Second Sunrise,49009,m
Solar Tide,48437,m
Soul Nova,48101,m
Tempest of Light,46075,m
Annul,45976,m
Assert Authority,49062,m
Disarm,46084,m
Dream's Grip,48159,m
Fabricate,48568,m
Override,46089,m
Regress,49061,m
Temporal Cascade,49055,m
Thirst for Knowledge,45978,m
Thoughtcast,46085,m
Barter in Blood,48591,m
Betrayal of Flesh,48588,m
Consume Spirit,45987,m
Grim Reminder,49081,m
Irradiate,48585,m
Promise of Power,48096,m
Spoils of the Vault,46572,m
Terror,45988,m
Wail of the Nim,48105,m
Wrench Mind,45990,m
Detonate,46110,m
Electrostatic Bolt,49101,m
Fiery Gambit,48073,m
Fists of the Anvil,48377,m
Forge Armor,46577,m
Grab the Reins,49435,m
Incite War,48138,m
Molten Rain,46000,m
Seething Song,34945,m
Shatter,45999,m
Shrapnel Blast,49835,m
Trash for Treasure,48586,m
Battlegrowth,48116,m
Bloodscent,48597,m
Creeping Mold,49108,m
Deconstruct,49060,m
Journey of Discovery,49437,m
One Dozen Eyes,48385,m
Predator's Strike,48595,m
Sylvan Scrying,49529,m
Tooth and Nail,48122,m
Turn to Dust,48594,m
Coordinated Barrage,153151,m
Forfend,157431,m
Graceful Reprieve,153138,m
Idyllic Tutor,152938,m
Redeem the Lost,152616,m
Swell of Courage,152729,m
Disperse,152727,m
Distant Melody,153133,m
Mind Spring,152628,m
Negate,152570,m
Research the Deep,152618,m
Mind Shatter,157422,m
Pack's Disdain,153165,m
Pulling Teeth,152667,m
Revive the Fallen,152836,m
Kindled Fury,152563,m
Release the Ants,152619,m
Rivals' Duel,152586,m
Roar of the Crowd,153158,m
Shard Volley,152837,m
Stomping Slabs,157421,m
Titan's Revenge,152552,m
Deglamer,154160,m
Earthbrawn,152710,m
Luminescent Rain,153147,m
Recross the Paths,152874,m
Scapeshift,146593,m
Afterlife,19549,o
Disenchant,19548,o
Honor the Fallen,19787,o
Last Breath,136513,o
Moment of Silence,19554,o
Orim's Cure,19547,o
Ramosian Rally,20409,o
Renounce,136515,o
Reverent Mantra,19653,o
Soothing Balm,19550,o
Wave of Reckoning,19659,o
Brainstorm,19571,o
Bribery,21300,o
Counterspell,19570,o
Gush,20404,o
Hoodwink,20454,o
Karn's Touch,19573,o
Misdirection,19681,o
Misstep,19568,o
Shoving Match,19677,o
Thwart,19811,o
Tidal Bore,19569,o
Cateran Summons,19832,o
Dark Ritual,19592,o
Extortion,19703,o
Forced March,19826,o
Ghoul's Feast,19596,o
Midnight Ritual,19707,o
Rain of Tears,19828,o
Rouse,19700,o
Sever Soul,19591,o
Snuff Out,19595,o
Specter's Wail,19597,o
Unmask,19829,o
Vendetta,19589,o
Blood Oath,19726,o
Brawl,19723,o
Cave-In,19725,o
Crash,19616,o
Lunge,19617,o
Mercadia's Downfall,19850,o
Pulverize,19724,o
Puppet's Verdict,19721,o
Sizzle,19611,o
Stone Rain,19612,o
Tectonic Break,19720,o
Thieves' Auction,19722,o
Thunderclap,19615,o
Tremor,19614,o
Volcanic Wind,19853,o
Warpath,19851,o
Word of Blasting,19852,o
Bifurcate,19741,o
Clear the Land,19873,o
Collective Unconscious,19739,o
Desert Twister,19638,o
Invigorate,19640,o
Land Grant,19633,o
Natural Affinity,19875,o
Revive,19641,o
Spontaneous Generation,19871,o
Squall,19636,o
Tranquility,19637,o
Venomous Breath,19744,o
Afterlife,3476,o
Alarum,3477,o
Aleatory,3426,o
Ancestral Memories,3323,o
Ashen Powder,3273,o
Barreling Attack,3428,o
Blind Fury,3429,o
Blinding Light,3480,o
Bone Harvest,3277,o
Boomerang,3327,o
Builder's Bane,3431,o
Carrion,3280,o
Chaos Charm,3434,o
Choking Sands,3282,o
Cinder Cloud,3436,o
Dark Banishing,3284,o
Dark Ritual,3285,o
Dazzling Beauty,3483,o
Delirium,3531,o
Disempower,3484,o
Disenchant,3485,o
Dissipate,3332,o
Divine Offering,3486,o
Divine Retribution,3487,o
Drain Life,3287,o
Dream Cache,3333,o
Early Harvest,3382,o
Ebony Charm,3289,o
Energy Bolt,3534,o
Enlightened Tutor,3489,o
Ether Well,3336,o
Fallow Earth,3383,o
Final Fortune,3444,o
Flare,3447,o
Flash,3337,o
Fog,3385,o
Goblin Scouts,3449,o
Hammer of Bogardan,3452,o
Healing Salve,3495,o
Illicit Auction,3454,o
Illumination,3496,o
Incinerate,3455,o
Infernal Contract,3298,o
Ivory Charm,3498,o
Jabari's Influence,3499,o
Jolt,3341,o
Kaervek's Hex,3299,o
Kaervek's Purge,3541,o
Kaervek's Torch,3456,o
Lure of Prey,3396,o
Mangara's Blessing,3500,o
Meddle,3344,o
Memory Lapse,3345,o
Mind Bend,3348,o
Mystical Tutor,3351,o
Natural Balance,3400,o
Nocturnal Raid,3301,o
Painful Memories,3302,o
Phyrexian Purge,3544,o
Phyrexian Tribute,3303,o
Political Trickery,3352,o
Polymorph,3353,o
Power Sink,3354,o
Prismatic Boon,3545,o
Prismatic Lace,3355,o
Psychic Transfer,3356,o
Rampant Growth,3404,o
Ray of Command,3357,o
Reality Ripple,3358,o
Reflect Damage,3548,o
Reign of Chaos,3461,o
Reign of Terror,3306,o
Sandstorm,3408,o
Sapphire Charm,3360,o
Savage Twister,3551,o
Sealed Fate,3553,o
Seedling Charm,3409,o
Seeds of Innocence,3410,o
Serene Heart,3411,o
Shadowbane,3513,o
Shallow Grave,3310,o
Sirocco,3463,o
Soul Rend,3313,o
Soulshriek,3314,o
Spitting Earth,3464,o
Stone Rain,3465,o
Stupor,3316,o
Superior Numbers,3413,o
Telim'Tor's Edict,3469,o
Tidal Wave,3371,o
Torrent of Lava,3470,o
Tranquil Domain,3414,o
Tropical Storm,3415,o
Unyaro Bee Sting,3419,o
Vitalizing Cascade,3557,o
Volcanic Geyser,3473,o
Waiting in the Weeds,3421,o
Withering Boon,3321,o
Worldly Tutor,3424,o
Yare,3523,o
Path to Exile,382192,m
Inquisition of Kozilek,382187,m
Raise the Alarm,382194,m
Zealous Persecution,382204,m
Lingering Souls,382191,m
Spectral Procession,382198,m
Duress,382183,m
Dismember,382182,m
Banishment Decree,213792,m
Choking Fumes,213808,m
Divine Offering,213760,m
Frantic Salvage,213791,m
Master's Call,221554,m
Phyrexian Rebirth,214048,m
White Sun's Zenith,221555,m
Blue Sun's Zenith,221556,m
Distant Memories,213765,m
Fuel for the Cause,213736,m
Mitotic Manipulation,214071,m
Quicksilver Geyser,213762,m
Steel Sabotage,213726,m
Turn the Tide,213821,m
Vivisection,213735,m
Black Sun's Zenith,214061,m
Go for the Throat,213799,m
Gruesome Encore,214073,m
Horrifying Revelation,213723,m
Morbid Plunder,222863,m
Spread the Sickness,221557,m
Virulent Wound,213777,m
Burn the Impure,213771,m
Concussive Bolt,213756,m
Crush,213806,m
Into the Core,213788,m
Metallic Mastery,213812,m
Rally the Forces,213767,m
Red Sun's Zenith,221558,m
Slagstorm,214054,m
Creeping Corrosion,214029,m
Green Sun's Zenith,221559,m
Lead the Stampede,213739,m
Mirran Mettle,213819,m
Pistus Strike,213744,m
Praetor's Counsel,214034,m
Unnatural Predation,213778,m
Congregate,383214,m
Devouring Light,383224,m
Ephemeral Shields,383233,m
Mass Calcify,383304,m
Meditation Puzzle,383306,m
Pillar of Light,383345,m
Raise the Alarm,383356,m
Return to the Ranks,383363,m
Sanctified Charge,383370,m
Solemn Offering,383386,m
Triplicate Spirits,383418,m
Aetherspouts,383178,m
Chronostutter,383210,m
Dissipate,383226,m
Divination,383227,m
Hydrosurge,383273,m
Into the Void,383278,m
Jace's Ingenuity,383286,m
Mind Sculpt,383313,m
Negate,383324,m
Peel from Reality,383341,m
Polymorphist's Jest,383351,m
Statute of Denial,383403,m
Turn to Frog,383419,m
Void Snare,383429,m
Covenant of Blood,383217,m
Endless Obedience,383231,m
Festergloom,383238,m
Flesh to Dust,383240,m
In Garruk's Wake,383275,m
Mind Rot,383312,m
Necrobite,383320,m
Sign in Blood,383383,m
Stain the Mind,383402,m
Ulcerate,383422,m
Unmake the Graves,383424,m
Act on Impulse,383176,m
Blastfire Bolt,383192,m
Clear a Path,383212,m
Cone of Flame,383213,m
Crowd's Favor,383219,m
Heat Ray,383264,m
Lava Axe,383296,m
Lightning Strike,383299,m
Shrapnel Blast,383380,m
Stoke the Flames,383404,m
Back to Nature,383187,m
Chord of Calling,383209,m
Feral Incarnation,383237,m
Gather Courage,383252,m
Hunt the Weak,383270,m
Hunter's Ambush,383271,m
Life's Legacy,383298,m
Naturalize,383319,m
Nissa's Expedition,383329,m
Overwhelm,383335,m
Plummet,383350,m
Ranger's Guile,383357,m
Restock,383362,m
Titanic Growth,383415,m
Divine Verdict,383163,m
Inspired Charge,383166,m
Cancel,383161,m
Seismic Strike,383169,m
Brave the Elements,370816,m
Celestial Flare,370666,m
Congregate,370804,m
Devout Invocation,370726,m
Fortify,370712,m
Hive Stirrings,370817,m
Pay No Heed,370742,m
Planar Cleansing,370808,m
Show of Valor,370779,m
Silence,370578,m
Solemn Offering,370730,m
Cancel,370755,m
Disperse,370818,m
Divination,370616,m
Essence Scatter,370694,m
Frost Breath,370678,m
Glimpse the Future,370774,m
Negate,370719,m
Opportunity,370751,m
Quicken,370644,m
Spell Blast,370645,m
Time Ebb,370641,m
Tome Scour,370706,m
Traumatize,370663,m
Altar's Reap,370677,m
Corrupt,370630,m
Diabolic Tutor,370732,m
Doom Blade,370609,m
Duress,370577,m
Grim Return,370776,m
Liturgy of Blood,370652,m
Mind Rot,370711,m
Rise of the Dark Realms,370636,m
Shrivel,370722,m
Vile Rebirth,370799,m
Wring Flesh,370759,m
Act of Treason,370618,m
Chandra's Outrage,370659,m
Demolish,370621,m
Flames of the Firebrand,370824,m
Lava Axe,370595,m
Molten Birth,370604,m
Seismic Stomp,370713,m
Shock,370654,m
Smelt,370784,m
Thunder Strike,370607,m
Volcanic Geyser,370614,m
Wild Guess,370791,m
Wild Ricochet,370790,m
Bramblecrush,370642,m
Enlarge,370797,m
Fog,370633,m
Giant Growth,370788,m
Howl of the Night Pack,370718,m
Hunt the Weak,370743,m
Lay of the Land,370767,m
Naturalize,370802,m
Plummet,370601,m
Ranger's Guile,370803,m
Savage Summoning,370710,m
Windstorm,370628,m
Angel's Mercy,259714,m
Captain's Call,249689,m
Divine Verdict,271367,m
Erase,259723,m
Faith's Reward,259666,m
Glorious Charge,265720,m
Planar Cleansing,275269,m
Rain of Blades,279986,m
Safe Passage,276224,m
Show of Valor,265727,m
Divination,254118,m
Downpour,276208,m
Essence Scatter,276209,m
Hydrosurge,270378,m
Index,289098,m
Mind Sculpt,266487,m
Negate,254114,m
Redirect,290288,m
Rewind,280222,m
Sleep,254119,m
Spelltwine,280223,m
Switcheroo,253704,m
Talrand's Invocation,254117,m
Unsummon,265715,m
Cower in Fear,280232,m
Diabolic Revelation,278196,m
Disentomb,259701,m
Duress,260979,m
Essence Drain,276300,m
Mind Rot,260980,m
Murder,259677,m
Mutilate,265134,m
Public Execution,253738,m
Rise from the Grave,260981,m
Sign in Blood,260982,m
Vile Rebirth,253703,m
Wit's End,278076,m
Chandra's Fury,249682,m
Cleaver Riot,276207,m
Craterize,253699,m
Flames of the Firebrand,259219,m
Kindled Fury,280221,m
Krenko's Command,259213,m
Magmaquake,276205,m
Mark of Mutiny,282537,m
Reverberate,290289,m
Searing Spear,249684,m
Smelt,249691,m
Trumpet Blast,276606,m
Turn to Slag,276212,m
Volcanic Geyser,276214,m
Wild Guess,253695,m
Worldfire,278195,m
Boundless Realms,249667,m
Bountiful Harvest,278074,m
Farseek,277824,m
Fog,253673,m
Fungal Sprouting,249711,m
Naturalize,253672,m
Plummet,253675,m
Predatory Rampage,249714,m
Prey Upon,271366,m
Ranger's Path,275699,m
Revive,276223,m
Serpent's Gift,249666,m
Titanic Growth,288934,m
Angel's Mercy,238569,m
Celestial Purge,220195,m
Day of Judgment,220139,m
Demystify,238328,m
Guardians' Pledge,220095,m
Mighty Leap,241989,m
Stave Off,220295,m
Timely Reinforcements,220074,m
Cancel,227225,m
Divination,220194,m
Flashfreeze,220249,m
Frost Breath,220284,m
Mana Leak,241831,m
Negate,230757,m
Ponder,244313,m
Redirect,221484,m
Time Reversal,245187,m
Turn to Frog,220265,m
Unsummon,220301,m
Visions of Beyond,220226,m
Consume Spirit,244249,m
Deathmark,221516,m
Diabolic Tutor,221519,m
Disentomb,244245,m
Distress,236908,m
Doom Blade,226560,m
Hideous Visage,220304,m
Mind Rot,234561,m
Monomania,220143,m
Smallpox,237010,m
Sorin's Thirst,241994,m
Sorin's Vengeance,234436,m
Taste of Blood,226561,m
Wring Flesh,230758,m
Act of Treason,226589,m
Chandra's Outrage,226585,m
Combust,226591,m
Fireball,221550,m
Fling,241858,m
Goblin Grenade,220435,m
Incinerate,234075,m
Lava Axe,221891,m
Reverberate,233722,m
Scrambleverse,220300,m
Shock,245184,m
Slaughter Cry,230762,m
Tectonic Rift,234568,m
Autumn's Veil,241990,m
Bountiful Harvest,226901,m
Doubling Chant,220152,m
Fog,226900,m
Hunter's Insight,220291,m
Naturalize,221894,m
Overrun,238574,m
Plummet,233235,m
Rampant Growth,233231,m
Reclaim,226903,m
Titanic Growth,221203,m
Celestial Purge,208290,m
Condemn,205098,m
Day of Judgment,208297,m
Excommunicate,208273,m
Inspired Charge,205074,m
Mighty Leap,208280,m
Safe Passage,205115,m
Silence,205119,m
Solemn Offering,205095,m
Call to Mind,208218,m
Cancel,208217,m
Diminish,208226,m
Flashfreeze,208219,m
Foresee,205068,m
Jace's Ingenuity,205015,m
Mana Leak,204981,m
Mass Polymorph,204977,m
Negate,208222,m
Preordain,205019,m
Redirect,208227,m
Sleep,205120,m
Time Reversal,205022,m
Tome Scour,205000,m
Traumatize,208221,m
Unsummon,208223,m
Assassinate,205217,m
Blood Tithe,205054,m
Corrupt,207106,m
Deathmark,207100,m
Diabolic Tutor,205222,m
Disentomb,207101,m
Doom Blade,205088,m
Duress,205024,m
Haunting Echoes,205005,m
Mind Rot,205010,m
Rise from the Grave,205113,m
Sign in Blood,205118,m
Stabbing Pain,205048,m
Act of Treason,205072,m
Chandra's Outrage,205071,m
Combust,205011,m
Demolish,208005,m
Destructive Force,205046,m
Fireball,205223,m
Fling,208001,m
Incite,205045,m
Lava Axe,205117,m
Lightning Bolt,205227,m
Pyretic Ritual,205067,m
Pyroclasm,208009,m
Reverberate,205038,m
Thunder Strike,204973,m
Autumn's Veil,205051,m
Back to Nature,208284,m
Cultivate,204996,m
Fog,205064,m
Giant Growth,205224,m
Hornet Sting,205050,m
Hunters' Feast,205037,m
Naturalize,207336,m
Nature's Spiral,207338,m
Overwhelming Stampede,205003,m
Plummet,205062,m
Angel's Mercy,190549,m
Celestial Purge,191595,m
Divine Verdict,189912,m
Excommunicate,190173,m
Glorious Charge,190196,m
Harm's Way,190166,m
Open the Vaults,193877,m
Planar Cleansing,191599,m
Righteousness,191341,m
Safe Passage,190176,m
Silence,191083,m
Solemn Offering,189875,m
Tempest of Light,190564,m
Cancel,189918,m
Disorient,190171,m
Divination,190172,m
Essence Scatter,193742,m
Fabricate,189876,m
Flashfreeze,190168,m
Jump,193743,m
Mind Spring,191323,m
Negate,190164,m
Polymorph,191380,m
Ponder,190159,m
Sleep,190186,m
Time Warp,191379,m
Tome Scour,191598,m
Traumatize,190177,m
Twincast,191322,m
Unsummon,190183,m
Assassinate,193745,m
Consume Spirit,189893,m
Deathmark,190581,m
Diabolic Tutor,190533,m
Disentomb,190559,m
Doom Blade,190535,m
Duress,190580,m
Haunting Echoes,190577,m
Mind Rot,190555,m
Mind Shatter,191324,m
Rise from the Grave,190192,m
Sign in Blood,190537,m
Tendrils of Corruption,193744,m
Act of Treason,191082,m
Burning Inquiry,191096,m
Burst of Speed,191061,m
Earthquake,190551,m
Fireball,191076,m
Ignite Disorder,190544,m
Kindled Fury,193741,m
Lava Axe,191084,m
Lightning Bolt,191089,m
Panic Attack,191081,m
Pyroclasm,194425,m
Seismic Strike,191095,m
Shatter,191086,m
Trumpet Blast,191077,m
Warp World,190187,m
Yawning Fissure,191088,m
Bountiful Harvest,189913,m
Fog,189919,m
Giant Growth,189879,m
Howl of the Night Pack,189908,m
Might of Oaks,191316,m
Naturalize,189896,m
Nature's Spiral,189917,m
Overrun,189906,m
Rampant Growth,189887,m
Regenerate,193739,m
Windstorm,191596,m
Austere Command,141817,m
Neck Snap,139693,m
Pollen Lullaby,145815,m
Broken Ambitions,145989,m
Cryptic Command,141819,m
Familiar's Ruse,146584,m
Fathom Trawl,146170,m
Ponder,139512,m
Scattering Stroke,139668,m
Whirlpool Whelm,145975,m
Final Revels,146171,m
Footbottom Feast,139440,m
Hoarder's Greed,146160,m
Makeshift Mannequin,139670,m
Profane Command,141814,m
Thoughtseize,145969,m
Weed Strangle,145991,m
Heat Shimmer,139468,m
Hurly-Burly,143381,m
Incendiary Command,141830,m
Lash Out,145987,m
Needle Drop,146161,m
Wild Ricochet,146600,m
Fistful of Force,143372,m
Heal the Scars,145808,m
Hunt Down,143611,m
Incremental Growth,146777,m
Lace with Moonglove,143376,m
Lammastide Weave,139404,m
Primal Command,141824,m
Spring Cleaning,139489,m
Woodland Guidance,146594,m
Acid Rain,1470,o
Active Volcano,1556,o
Alabaster Potion,1600,o
All Hallow's Eve,1428,o
Avoid Fate,1515,o
Backdraft,1558,o
Blood Lust,1561,o
Boomerang,1474,o
Chain Lightning,1563,o
Cleanse,1603,o
Darkness,1434,o
Disharmony,1568,o
Divine Offering,1607,o
Dwarven Song,1569,o
Enchantment Alteration,1479,o
Energy Tap,1480,o
Eureka,1525,o
Falling Star,1571,o
Feint,1572,o
Flash Counter,1482,o
Flash Flood,1483,o
Force Spike,1484,o
Glyph of Delusion,1486,o
Glyph of Destruction,1576,o
Glyph of Doom,1440,o
Glyph of Life,1613,o
Glyph of Reincarnation,1529,o
Great Defender,1614,o
Heaven's Gate,1617,o
Hell Swarm,1443,o
Hellfire,1445,o
Holy Day,1618,o
Indestructible Aura,1619,o
Jovial Evil,1449,o
Juxtapose,1489,o
Mana Drain,1491,o
Part Water,1492,o
Psychic Purge,1494,o
Pyrotechnics,1587,o
Rapid Fire,1630,o
Rebirth,1540,o
Recall,1496,o
Reincarnation,1541,o
Remove Enchantments,1631,o
Remove Soul,1498,o
Reset,1499,o
Reverberation,1500,o
Rust,1543,o
Sea Kings' Blessing,1501,o
Shield Wall,1634,o
Silhouette,1503,o
Storm Seeker,1545,o
Subdue,1546,o
Sylvan Paradise,1548,o
Syphon Soul,1458,o
Telekinesis,1505,o
Teleport,1506,o
Touch of Darkness,1462,o
Transmutation,1463,o
Typhoon,1549,o
Untamed Wilds,1550,o
Visions,1639,o
Winds of Change,1598,o
Winter Blast,1553,o
Ancestral Recall,390,o
Armageddon,528,o
Balance,529,o
Berserk,436,o
Blaze of Glory,532,o
Blue Elemental Blast,392,o
Braingeyser,393,o
Camouflage,438,o
Channel,439,o
Chaoslace,482,o
Contract from Below,347,o
Counterspell,397,o
Dark Ritual,349,o
Darkpact,350,o
Death Ward,544,o
Deathlace,352,o
Demonic Attorney,353,o
Demonic Tutor,355,o
Disenchant,545,o
Disintegrate,483,o
Drain Life,356,o
Drain Power,399,o
Earthquake,489,o
False Orders,490,o
Fireball,492,o
Flashfires,494,o
Fog,444,o
Fork,495,o
Giant Growth,448,o
Guardian Angel,548,o
Healing Salve,549,o
Howl from Beyond,362,o
Hurricane,451,o
Ice Storm,452,o
Jump,403,o
Lifelace,458,o
Lightning Bolt,504,o
Magical Hack,406,o
Mana Short,408,o
Mind Twist,366,o
Natural Selection,463,o
Power Sink,415,o
Psionic Blast,417,o
Purelace,559,o
Raise Dead,373,o
Red Elemental Blast,512,o
Regrowth,465,o
Resurrection,561,o
Reverse Damage,562,o
Righteousness,563,o
Sacrifice,375,o
Shatter,516,o
Simulacrum,379,o
Sinkhole,380,o
Siren's Call,420,o
Sleight of Mind,421,o
Spell Blast,422,o
Stone Rain,520,o
Stream of Life,468,o
Swords to Plowshares,567,o
Terror,381,o
Thoughtlace,425,o
Time Walk,426,o
Timetwister,427,o
Tranquility,471,o
Tsunami,472,o
Tunnel,521,o
Twiddle,428,o
Unsummon,429,o
Volcanic Eruption,431,o
Wheel of Fortune,526,o
Word of Command,387,o
Wrath of God,572,o
Ancestral Recall,95,o
Armageddon,233,o
Balance,234,o
Berserk,141,o
Blaze of Glory,237,o
Blue Elemental Blast,97,o
Braingeyser,98,o
Camouflage,143,o
Channel,144,o
Chaoslace,187,o
Contract from Below,52,o
Counterspell,102,o
